date,datatype,station,attributes,value
2022-07-25T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",298
2022-07-26T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",259
2022-07-27T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",255
2022-07-28T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",267
2022-07-29T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",282
2022-07-30T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",267
2022-07-31T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",263
2022-08-01T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",231
2022-08-02T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",264
2022-08-03T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",276
2022-08-04T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",291
2022-08-05T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",293
2022-08-06T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",296
2022-08-07T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",296
2022-08-08T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",303
2022-08-09T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",313
2022-08-10T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",272
2022-08-11T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",266
2022-08-12T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",256
2022-08-13T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",231
2022-08-14T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",240
2022-08-15T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",243
2022-08-16T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",236
2022-08-17T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",236
2022-08-18T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",241
2022-08-19T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",263
2022-08-20T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",279
2022-08-21T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",253
2022-08-22T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",245
2022-08-23T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",259
2022-08-24T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",269
2022-08-25T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",281
2022-08-26T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",274
2022-08-27T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",278
2022-08-28T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",246
2022-08-29T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",260
2022-08-30T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",268
2022-08-31T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",256
2022-09-01T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",259
2022-09-02T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",217
2022-09-03T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",228
2022-09-04T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",253
2022-09-05T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",258
2022-09-06T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",233
2022-09-07T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",208
2022-09-08T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",218
2022-09-09T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",219
2022-09-10T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",236
2022-09-11T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",232
2022-09-12T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",224
2022-09-13T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",247
2022-09-14T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",229
2022-09-15T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",218
2022-09-16T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",196
2022-09-17T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",208
2022-09-18T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",234
2022-09-19T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",256
2022-09-20T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",232
2022-09-21T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",220
2022-09-22T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",218
2022-09-23T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",151
2022-09-24T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",145
2022-09-25T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",192
2022-09-26T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",194
2022-09-27T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",197
2022-09-28T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",172
2022-09-29T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",166
2022-09-30T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",145
2022-10-01T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",148
2022-10-02T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",152
2022-10-03T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",115
2022-10-04T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",103
2022-10-05T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",138
2022-10-06T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",176
2022-10-07T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",203
2022-10-08T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",139
2022-10-09T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",123
2022-10-10T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",158
2022-10-11T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",170
2022-10-12T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",179
2022-10-13T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",187
2022-10-14T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",157
2022-10-15T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",162
2022-10-16T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",161
2022-10-17T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",166
2022-10-18T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",126
2022-10-19T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",100
2022-10-20T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",111
2022-10-21T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",134
2022-10-22T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",144
2022-10-23T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",147
2022-10-24T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",141
2022-10-25T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",169
2022-10-26T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",183
2022-10-27T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",169
2022-10-28T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",113
2022-10-29T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",108
2022-10-30T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",125
2022-10-31T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",144
2022-11-01T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",169
2022-11-02T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",176
2022-11-03T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",157
2022-11-04T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",152
2022-11-05T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",194
2022-11-06T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",198
2022-11-07T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",213
2022-11-08T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",132
2022-11-09T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",87
2022-11-10T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",126
2022-11-11T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",164
2022-11-12T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",197
2022-11-13T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",129
2022-11-14T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",63
2022-11-15T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",49
2022-11-16T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",73
2022-11-17T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",57
2022-11-18T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",45
2022-11-19T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",28
2022-11-20T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",27
2022-11-21T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",11
2022-11-22T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",66
2022-11-23T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",94
2022-11-24T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",81
2022-11-25T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",100
2022-11-26T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",93
2022-11-27T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",107
2022-11-28T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",122
2022-11-29T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",54
2022-11-30T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",84
2022-12-01T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",57
2022-12-02T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",34
2022-12-03T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",106
2022-12-04T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",70
2022-12-05T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",54
2022-12-06T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",93
2022-12-07T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",138
2022-12-08T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",116
2022-12-09T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",53
2022-12-10T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",22
2022-12-11T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",34
2022-12-12T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",16
2022-12-13T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",3
2022-12-14T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",17
2022-12-15T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",27
2022-12-16T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",62
2022-12-17T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",50
2022-12-18T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",31
2022-12-19T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",17
2022-12-20T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",19
2022-12-21T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",10
2022-12-22T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",38
2022-12-23T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",75
2022-12-24T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",-117
2022-12-25T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",-69
2022-12-26T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",-47
2022-12-27T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",-7
2022-12-28T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",34
2022-12-29T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",64
2022-12-30T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",93
2022-12-31T00:00:00,TAVG,GHCND:USW00014732,"H,,S,",82
